дата,дата_время,тип_оплаты,карта,сумма,название_кофе
2026-09-07,2026-09-07 10:37:52.335,карта,ANON-0000-0000-0595,18.12,Эспрессо
2026-09-07,2026-09-07 10:40:12.607,карта,ANON-0000-0000-0595,18.12,Эспрессо
2026-09-07,2026-09-07 10:53:32.221,карта,ANON-0000-0000-0596,32.82,Латте
2026-09-07,2026-09-07 11:18:56.767,карта,ANON-0000-0000-0012,27.92,Американо с молоком
2026-09-07,2026-09-07 11:20:00.022,карта,ANON-0000-0000-0019,23.02,Американо
2026-09-07,2026-09-07 11:20:57.101,карта,ANON-0000-0000-0012,18.12,Эспрессо
2026-09-07,2026-09-07 15:55:08.533,карта,ANON-0000-0000-0597,32.82,Латте
2026-09-07,2026-09-07 16:20:01.025,карта,ANON-0000-0000-0019,23.02,Американо
2026-09-07,2026-09-07 16:20:59.312,карта,ANON-0000-0000-0012,18.12,Эспрессо
2026-09-07,2026-09-07 19:35:04.937,карта,ANON-0000-0000-0283,32.82,Какао
2026-09-07,2026-09-07 19:36:05.056,карта,ANON-0000-0000-0283,32.82,Латте
2026-09-07,2026-09-07 19:37:15.515,карта,ANON-0000-0000-0283,32.82,Латте
2026-09-07,2026-09-07 20:13:51.672,карта,ANON-0000-0000-0598,32.82,Латте
2026-09-07,2026-09-07 20:14:59.212,карта,ANON-0000-0000-0598,32.82,Латте
2026-09-08,2026-09-08 08:15:40.805,карта,ANON-0000-0000-0141,23.02,Кортадо
2026-09-08,2026-09-08 09:18:17.027,карта,ANON-0000-0000-0543,23.02,Кортадо
2026-09-08,2026-09-08 09:19:12.416,карта,ANON-0000-0000-0543,23.02,Кортадо
2026-09-08,2026-09-08 10:05:56.145,карта,ANON-0000-0000-0543,23.02,Кортадо
2026-09-08,2026-09-08 12:43:28.027,карта,ANON-0000-0000-0486,23.02,Кортадо
2026-09-08,2026-09-08 20:13:32.864,карта,ANON-0000-0000-0347,23.02,Американо
2026-09-09,2026-09-09 07:51:13.564,карта,ANON-0000-0000-0599,32.82,Латте
2026-09-09,2026-09-09 07:53:51.556,карта,ANON-0000-0000-0582,32.82,Капучино
2026-09-09,2026-09-09 07:55:21.584,карта,ANON-0000-0000-0599,27.92,Американо с молоком
2026-09-09,2026-09-09 07:56:37.669,карта,ANON-0000-0000-0570,32.82,Латте
2026-09-09,2026-09-09 09:49:50.704,карта,ANON-0000-0000-0583,32.82,Латте
2026-09-09,2026-09-09 09:50:51.738,карта,ANON-0000-0000-0583,32.82,Горячий шоколад
2026-09-09,2026-09-09 09:59:10.750,карта,ANON-0000-0000-0494,32.82,Латте
2026-09-09,2026-09-09 11:11:36.122,карта,ANON-0000-0000-0600,27.92,Американо с молоком
2026-09-09,2026-09-09 11:12:50.640,карта,ANON-0000-0000-0601,27.92,Американо с молоком
2026-09-09,2026-09-09 11:29:49.243,карта,ANON-0000-0000-0602,32.82,Латте
2026-09-09,2026-09-09 12:06:59.657,карта,ANON-0000-0000-0603,18.12,Эспрессо
2026-09-09,2026-09-09 15:12:13.766,карта,ANON-0000-0000-0604,32.82,Латте
2026-09-09,2026-09-09 15:13:24.517,карта,ANON-0000-0000-0604,23.02,Американо
2026-09-09,2026-09-09 17:24:10.388,карта,ANON-0000-0000-0605,32.82,Латте
2026-09-09,2026-09-09 18:13:46.320,карта,ANON-0000-0000-0507,32.82,Латте
2026-09-09,2026-09-09 20:07:36.198,карта,ANON-0000-0000-0268,32.82,Капучино
2026-09-09,2026-09-09 20:13:43.524,карта,ANON-0000-0000-0606,32.82,Латте
2026-09-10,2026-09-10 08:12:02.450,карта,ANON-0000-0000-0607,32.82,Горячий шоколад
2026-09-10,2026-09-10 09:32:46.786,карта,ANON-0000-0000-0608,32.82,Капучино
2026-09-10,2026-09-10 15:21:54.387,карта,ANON-0000-0000-0543,23.02,Кортадо
2026-09-10,2026-09-10 15:23:05.946,карта,ANON-0000-0000-0543,23.02,Кортадо
2026-09-10,2026-09-10 18:43:41.760,карта,ANON-0000-0000-0609,32.82,Капучино
2026-09-10,2026-09-10 18:45:22.624,карта,ANON-0000-0000-0610,27.92,Американо с молоком
2026-09-10,2026-09-10 19:02:43.027,карта,ANON-0000-0000-0611,32.82,Латте
2026-09-10,2026-09-10 19:03:53.257,карта,ANON-0000-0000-0611,32.82,Латте
2026-09-10,2026-09-10 21:29:34.556,карта,ANON-0000-0000-0012,27.92,Американо с молоком
2026-09-10,2026-09-10 21:30:27.036,карта,ANON-0000-0000-0012,23.02,Американо
2026-09-11,2026-09-11 08:47:22.305,карта,ANON-0000-0000-0612,32.82,Латте
2026-09-11,2026-09-11 09:28:46.757,карта,ANON-0000-0000-0097,27.92,Американо с молоком
2026-09-11,2026-09-11 10:52:09.177,карта,ANON-0000-0000-0613,32.82,Латте
2026-09-11,2026-09-11 19:53:12.537,карта,ANON-0000-0000-0614,32.82,Капучино
2026-09-11,2026-09-11 20:13:14.887,карта,ANON-0000-0000-0531,27.92,Американо с молоком
2026-09-11,2026-09-11 20:14:18.886,карта,ANON-0000-0000-0531,32.82,Латте
2026-09-11,2026-09-11 20:15:19.350,карта,ANON-0000-0000-0531,32.82,Латте
2026-09-11,2026-09-11 21:01:34.225,карта,ANON-0000-0000-0584,23.02,Кортадо
2026-09-12,2026-09-12 10:57:25.619,карта,ANON-0000-0000-0347,18.12,Эспрессо
2026-09-12,2026-09-12 10:58:19.807,карта,ANON-0000-0000-0347,27.92,Американо с молоком
2026-09-12,2026-09-12 11:27:36.065,карта,ANON-0000-0000-0615,27.92,Американо с молоком
2026-09-12,2026-09-12 12:08:22.158,карта,ANON-0000-0000-0565,32.82,Капучино
2026-09-12,2026-09-12 12:31:06.997,карта,ANON-0000-0000-0616,23.02,Кортадо
2026-09-12,2026-09-12 12:32:22.981,карта,ANON-0000-0000-0616,23.02,Кортадо
2026-09-12,2026-09-12 12:37:20.423,карта,ANON-0000-0000-0141,23.02,Кортадо
2026-09-12,2026-09-12 12:38:09.735,карта,ANON-0000-0000-0141,23.02,Кортадо
2026-09-12,2026-09-12 17:01:25.224,карта,ANON-0000-0000-0617,32.82,Латте
2026-09-12,2026-09-12 21:09:10.412,карта,ANON-0000-0000-0618,23.02,Американо
2026-09-12,2026-09-12 21:10:21.159,карта,ANON-0000-0000-0618,32.82,Капучино
2026-09-12,2026-09-12 21:13:16.808,карта,ANON-0000-0000-0319,23.02,Кортадо
2026-09-13,2026-09-13 07:56:53.763,карта,ANON-0000-0000-0570,32.82,Латте
2026-09-13,2026-09-13 08:41:02.985,карта,ANON-0000-0000-0425,32.82,Латте
2026-09-13,2026-09-13 08:54:15.814,карта,ANON-0000-0000-0375,32.82,Латте
2026-09-13,2026-09-13 09:51:19.387,карта,ANON-0000-0000-0619,32.82,Латте
2026-09-13,2026-09-13 15:38:18.869,карта,ANON-0000-0000-0242,27.92,Американо с молоком
2026-09-13,2026-09-13 15:50:53.892,карта,ANON-0000-0000-0552,27.92,Американо с молоком
2026-09-14,2026-09-14 16:29:19.359,карта,ANON-0000-0000-0543,32.82,Капучино
2026-09-14,2026-09-14 16:30:16.873,карта,ANON-0000-0000-0543,32.82,Капучино
2026-09-15,2026-09-15 08:42:40.941,карта,ANON-0000-0000-0347,18.12,Эспрессо
2026-09-15,2026-09-15 09:49:38.741,карта,ANON-0000-0000-0620,27.92,Американо с молоком
2026-09-15,2026-09-15 13:49:37.387,карта,ANON-0000-0000-0304,23.02,Американо
2026-09-15,2026-09-15 14:36:19.287,карта,ANON-0000-0000-0141,23.02,Кортадо
2026-09-15,2026-09-15 14:37:20.597,карта,ANON-0000-0000-0141,23.02,Кортадо
2026-09-15,2026-09-15 14:53:18.708,карта,ANON-0000-0000-0543,32.82,Капучино
2026-09-16,2026-09-16 13:32:22.875,карта,ANON-0000-0000-0621,32.82,Латте
2026-09-16,2026-09-16 13:33:36.767,карта,ANON-0000-0000-0584,27.92,Американо с молоком
2026-09-16,2026-09-16 15:23:19.260,карта,ANON-0000-0000-0621,32.82,Латте
2026-09-16,2026-09-16 17:16:05.734,карта,ANON-0000-0000-0622,27.92,Американо с молоком
2026-09-16,2026-09-16 17:18:03.251,карта,ANON-0000-0000-0623,32.82,Латте
2026-09-16,2026-09-16 18:54:45.448,карта,ANON-0000-0000-0624,32.82,Латте
2026-09-16,2026-09-16 18:56:05.275,карта,ANON-0000-0000-0625,32.82,Латте
2026-09-16,2026-09-16 21:10:18.693,карта,ANON-0000-0000-0626,27.92,Американо с молоком
2026-09-16,2026-09-16 21:11:32.500,карта,ANON-0000-0000-0626,32.82,Латте
2026-09-16,2026-09-16 21:37:47.308,карта,ANON-0000-0000-0287,27.92,Американо с молоком
2026-09-16,2026-09-16 21:38:48.666,карта,ANON-0000-0000-0097,27.92,Американо с молоком
2026-09-17,2026-09-17 07:54:57.927,карта,ANON-0000-0000-0627,23.02,Кортадо
2026-09-17,2026-09-17 08:09:00.896,карта,ANON-0000-0000-0621,32.82,Латте
2026-09-17,2026-09-17 08:37:37.553,карта,ANON-0000-0000-0276,27.92,Американо с молоком
2026-09-17,2026-09-17 08:42:31.474,карта,ANON-0000-0000-0141,23.02,Кортадо
2026-09-17,2026-09-17 09:10:03.755,карта,ANON-0000-0000-0554,32.82,Капучино
2026-09-17,2026-09-17 09:11:08.221,карта,ANON-0000-0000-0554,27.92,Американо с молоком
2026-09-17,2026-09-17 09:34:56.760,карта,ANON-0000-0000-0620,27.92,Американо с молоком
2026-09-17,2026-09-17 12:38:33.768,карта,ANON-0000-0000-0628,18.12,Эспрессо
2026-09-17,2026-09-17 12:39:33.682,карта,ANON-0000-0000-0628,27.92,Американо с молоком
2026-09-17,2026-09-17 12:44:15.152,карта,ANON-0000-0000-0629,32.82,Латте
2026-09-17,2026-09-17 13:54:23.032,карта,ANON-0000-0000-0554,27.92,Американо с молоком
2026-09-17,2026-09-17 13:55:31.241,карта,ANON-0000-0000-0630,23.02,Кортадо
2026-09-17,2026-09-17 16:29:37.216,карта,ANON-0000-0000-0554,32.82,Капучино
2026-09-17,2026-09-17 16:31:00.716,карта,ANON-0000-0000-0630,32.82,Латте
2026-09-17,2026-09-17 18:54:23.783,карта,ANON-0000-0000-0631,32.82,Горячий шоколад
2026-09-17,2026-09-17 19:00:45.913,карта,ANON-0000-0000-0632,27.92,Американо с молоком
2026-09-17,2026-09-17 19:03:53.274,карта,ANON-0000-0000-0633,27.92,Американо с молоком
2026-09-17,2026-09-17 19:12:47.905,карта,ANON-0000-0000-0634,32.82,Латте
2026-09-17,2026-09-17 19:13:59.742,карта,ANON-0000-0000-0634,27.92,Американо с молоком
2026-09-17,2026-09-17 19:14:59.513,карта,ANON-0000-0000-0634,27.92,Американо с молоком
2026-09-17,2026-09-17 19:31:57.368,карта,ANON-0000-0000-0635,27.92,Американо с молоком
2026-09-17,2026-09-17 22:19:35.981,карта,ANON-0000-0000-0636,32.82,Горячий шоколад
2026-09-17,2026-09-17 22:20:19.450,карта,ANON-0000-0000-0637,32.82,Горячий шоколад
2026-09-18,2026-09-18 14:29:48.898,карта,ANON-0000-0000-0638,32.82,Латте
2026-09-18,2026-09-18 17:34:19.665,карта,ANON-0000-0000-0639,32.82,Латте
2026-09-18,2026-09-18 21:15:38.758,карта,ANON-0000-0000-0040,27.92,Американо с молоком
2026-09-18,2026-09-18 21:18:21.554,карта,ANON-0000-0000-0040,27.92,Американо с молоком
2026-09-19,2026-09-19 08:17:18.665,карта,ANON-0000-0000-0276,27.92,Американо с молоком
2026-09-19,2026-09-19 08:30:29.047,карта,ANON-0000-0000-0627,23.02,Кортадо
2026-09-19,2026-09-19 10:01:30.579,карта,ANON-0000-0000-0494,32.82,Латте
2026-09-19,2026-09-19 12:59:33.614,карта,ANON-0000-0000-0004,23.02,Американо
2026-09-19,2026-09-19 13:00:33.616,карта,ANON-0000-0000-0004,27.92,Американо с молоком
2026-09-19,2026-09-19 13:45:42.367,карта,ANON-0000-0000-0640,23.02,Кортадо
2026-09-20,2026-09-20 08:34:56.930,карта,ANON-0000-0000-0276,27.92,Американо с молоком
2026-09-20,2026-09-20 09:46:15.400,карта,ANON-0000-0000-0641,27.92,Американо с молоком
2026-09-20,2026-09-20 13:39:55.465,карта,ANON-0000-0000-0333,27.92,Американо с молоком
2026-09-20,2026-09-20 16:03:29.611,карта,ANON-0000-0000-0642,32.82,Латте
2026-09-20,2026-09-20 20:39:23.129,карта,ANON-0000-0000-0643,23.02,Американо
2026-09-20,2026-09-20 21:31:36.580,карта,ANON-0000-0000-0287,27.92,Американо с молоком
2026-09-20,2026-09-20 21:32:43.025,карта,ANON-0000-0000-0287,27.92,Американо с молоком
2026-09-21,2026-09-21 11:01:14.948,карта,ANON-0000-0000-0644,32.82,Латте
2026-09-21,2026-09-21 11:02:13.802,карта,ANON-0000-0000-0644,32.82,Какао
2026-09-21,2026-09-21 11:37:47.243,карта,ANON-0000-0000-0543,23.02,Кортадо
2026-09-21,2026-09-21 11:38:44.997,карта,ANON-0000-0000-0543,23.02,Кортадо
2026-09-21,2026-09-21 15:10:09.368,карта,ANON-0000-0000-0645,32.82,Капучино
2026-09-21,2026-09-21 15:36:13.609,карта,ANON-0000-0000-0646,32.82,Латте
2026-09-21,2026-09-21 18:16:28.701,карта,ANON-0000-0000-0507,32.82,Латте
2026-09-21,2026-09-21 18:17:30.686,карта,ANON-0000-0000-0507,32.82,Латте
2026-09-21,2026-09-21 20:29:42.939,карта,ANON-0000-0000-0040,23.02,Американо
2026-09-21,2026-09-21 20:30:38.882,карта,ANON-0000-0000-0040,23.02,Американо
2026-09-21,2026-09-21 20:33:58.175,карта,ANON-0000-0000-0602,32.82,Латте
2026-09-21,2026-09-21 20:35:30.169,карта,ANON-0000-0000-0602,32.82,Латте
2026-09-21,2026-09-21 22:18:46.088,карта,ANON-0000-0000-0647,27.92,Американо с молоком
2026-09-21,2026-09-21 22:19:50.128,карта,ANON-0000-0000-0647,23.02,Американо
2026-09-21,2026-09-21 22:20:48.360,карта,ANON-0000-0000-0647,23.02,Американо
2026-09-22,2026-09-22 08:32:54.172,карта,ANON-0000-0000-0648,23.02,Американо
2026-09-22,2026-09-22 10:12:09.764,карта,ANON-0000-0000-0649,27.92,Американо с молоком
2026-09-22,2026-09-22 10:13:08.586,карта,ANON-0000-0000-0649,32.82,Латте
2026-09-22,2026-09-22 11:06:26.307,карта,ANON-0000-0000-0650,23.02,Кортадо
2026-09-22,2026-09-22 11:07:36.380,карта,ANON-0000-0000-0650,23.02,Кортадо
2026-09-22,2026-09-22 11:51:59.888,карта,ANON-0000-0000-0651,27.92,Американо с молоком
2026-09-22,2026-09-22 11:55:12.923,карта,ANON-0000-0000-0099,23.02,Американо
2026-09-22,2026-09-22 12:07:20.767,карта,ANON-0000-0000-0276,27.92,Американо с молоком
2026-09-22,2026-09-22 13:28:14.663,карта,ANON-0000-0000-0333,27.92,Американо с молоком
2026-09-22,2026-09-22 13:29:35.917,карта,ANON-0000-0000-0333,27.92,Американо с молоком
2026-09-22,2026-09-22 13:33:34.561,карта,ANON-0000-0000-0510,27.92,Американо с молоком
2026-09-22,2026-09-22 15:34:10.099,карта,ANON-0000-0000-0652,32.82,Латте
2026-09-22,2026-09-22 15:35:24.234,карта,ANON-0000-0000-0652,27.92,Американо с молоком
2026-09-22,2026-09-22 16:25:03.468,карта,ANON-0000-0000-0653,32.82,Какао
2026-09-22,2026-09-22 20:19:10.082,карта,ANON-0000-0000-0654,32.82,Латте
2026-09-22,2026-09-22 20:20:35.589,карта,ANON-0000-0000-0654,32.82,Капучино
2026-09-22,2026-09-22 20:46:26.208,карта,ANON-0000-0000-0455,27.92,Американо с молоком
2026-09-22,2026-09-22 20:47:35.096,карта,ANON-0000-0000-0455,27.92,Американо с молоком
2026-09-22,2026-09-22 21:07:04.794,карта,ANON-0000-0000-0655,27.92,Американо с молоком
2026-09-22,2026-09-22 21:08:14.798,карта,ANON-0000-0000-0655,27.92,Американо с молоком
2026-09-22,2026-09-22 21:54:04.098,карта,ANON-0000-0000-0637,32.82,Горячий шоколад
2026-09-22,2026-09-22 21:54:54.497,карта,ANON-0000-0000-0637,32.82,Горячий шоколад
2026-09-22,2026-09-22 22:37:02.384,карта,ANON-0000-0000-0656,23.02,Американо
2026-09-22,2026-09-22 22:37:58.406,карта,ANON-0000-0000-0657,27.92,Американо с молоком
2026-09-23,2026-09-23 09:03:36.954,карта,ANON-0000-0000-0276,27.92,Американо с молоком
2026-09-23,2026-09-23 10:04:17.268,карта,ANON-0000-0000-0141,23.02,Кортадо
2026-09-23,2026-09-23 12:11:04.352,карта,ANON-0000-0000-0584,23.02,Американо
2026-09-23,2026-09-23 14:08:51.946,карта,ANON-0000-0000-0573,27.92,Американо с молоком
2026-09-23,2026-09-23 17:27:47.591,карта,ANON-0000-0000-0658,32.82,Капучино
2026-09-23,2026-09-23 18:48:30.436,карта,ANON-0000-0000-0659,23.02,Американо
2026-09-23,2026-09-23 19:47:21.950,карта,ANON-0000-0000-0507,32.82,Латте
2026-09-23,2026-09-23 20:09:45.867,карта,ANON-0000-0000-0206,32.82,Капучино
2026-09-23,2026-09-23 22:13:30.513,карта,ANON-0000-0000-0641,27.92,Американо с молоком
2026-09-23,2026-09-23 22:15:14.958,карта,ANON-0000-0000-0641,27.92,Американо с молоком
2026-09-24,2026-09-24 08:33:32.613,карта,ANON-0000-0000-0276,27.92,Американо с молоком
2026-09-24,2026-09-24 12:23:56.963,карта,ANON-0000-0000-0634,32.82,Латте
2026-09-24,2026-09-24 12:24:54.750,карта,ANON-0000-0000-0634,32.82,Латте
2026-09-24,2026-09-24 12:46:44.403,карта,ANON-0000-0000-0660,32.82,Латте
2026-09-24,2026-09-24 12:47:49.424,карта,ANON-0000-0000-0660,32.82,Латте
2026-09-24,2026-09-24 14:11:39.339,карта,ANON-0000-0000-0661,32.82,Латте
2026-09-24,2026-09-24 14:31:28.741,карта,ANON-0000-0000-0662,23.02,Кортадо
2026-09-24,2026-09-24 15:37:23.698,карта,ANON-0000-0000-0510,32.82,Капучино
2026-09-24,2026-09-24 16:38:48.296,карта,ANON-0000-0000-0583,32.82,Латте
2026-09-24,2026-09-24 18:43:02.935,карта,ANON-0000-0000-0408,23.02,Американо
2026-09-24,2026-09-24 18:43:54.082,карта,ANON-0000-0000-0408,23.02,Американо
2026-09-24,2026-09-24 20:15:50.396,карта,ANON-0000-0000-0663,32.82,Горячий шоколад
2026-09-24,2026-09-24 21:05:14.190,карта,ANON-0000-0000-0631,32.82,Латте
2026-09-24,2026-09-24 21:06:32.402,карта,ANON-0000-0000-0531,27.92,Американо с молоком
2026-09-24,2026-09-24 21:07:34.965,карта,ANON-0000-0000-0531,27.92,Американо с молоком
2026-09-25,2026-09-25 07:51:21.100,карта,ANON-0000-0000-0664,32.82,Капучино
2026-09-25,2026-09-25 11:35:32.533,карта,ANON-0000-0000-0141,23.02,Кортадо
2026-09-25,2026-09-25 11:51:15.212,карта,ANON-0000-0000-0665,27.92,Американо с молоком
2026-09-25,2026-09-25 11:52:53.371,карта,ANON-0000-0000-0665,32.82,Латте
2026-09-25,2026-09-25 13:54:51.454,карта,ANON-0000-0000-0666,27.92,Американо с молоком
2026-09-25,2026-09-25 13:55:59.258,карта,ANON-0000-0000-0666,27.92,Американо с молоком
2026-09-25,2026-09-25 17:36:37.182,карта,ANON-0000-0000-0667,27.92,Американо с молоком
2026-09-25,2026-09-25 17:37:31.840,карта,ANON-0000-0000-0667,27.92,Американо с молоком
2026-09-25,2026-09-25 21:34:41.289,карта,ANON-0000-0000-0668,23.02,Американо
2026-09-25,2026-09-25 22:18:51.754,карта,ANON-0000-0000-0475,27.92,Американо с молоком
2026-09-26,2026-09-26 08:43:35.049,карта,ANON-0000-0000-0570,32.82,Латте
2026-09-26,2026-09-26 10:37:06.485,карта,ANON-0000-0000-0333,27.92,Американо с молоком
2026-09-26,2026-09-26 10:55:52.407,карта,ANON-0000-0000-0669,18.12,Эспрессо
2026-09-26,2026-09-26 11:34:48.571,карта,ANON-0000-0000-0670,32.82,Капучино
2026-09-26,2026-09-26 12:48:01.368,карта,ANON-0000-0000-0671,32.82,Латте
2026-09-26,2026-09-26 18:21:55.733,карта,ANON-0000-0000-0672,32.82,Латте
2026-09-26,2026-09-26 22:45:15.081,карта,ANON-0000-0000-0673,32.82,Латте
2026-09-26,2026-09-26 22:46:17.637,карта,ANON-0000-0000-0673,23.02,Кортадо
2026-09-26,2026-09-26 22:47:24.867,карта,ANON-0000-0000-0472,27.92,Американо с молоком
2026-09-27,2026-09-27 09:29:45.646,карта,ANON-0000-0000-0276,27.92,Американо с молоком
2026-09-27,2026-09-27 09:33:43.977,карта,ANON-0000-0000-0141,23.02,Кортадо
2026-09-27,2026-09-27 09:41:04.732,карта,ANON-0000-0000-0674,32.82,Капучино
2026-09-27,2026-09-27 10:46:56.620,карта,ANON-0000-0000-0333,27.92,Американо с молоком
2026-09-27,2026-09-27 11:35:00.282,карта,ANON-0000-0000-0333,27.92,Американо с молоком
2026-09-27,2026-09-27 13:20:31.055,карта,ANON-0000-0000-0675,32.82,Капучино
2026-09-27,2026-09-27 13:25:05.272,карта,ANON-0000-0000-0676,32.82,Капучино
2026-09-27,2026-09-27 13:28:33.107,карта,ANON-0000-0000-0676,23.02,Американо
2026-09-27,2026-09-27 13:33:52.455,карта,ANON-0000-0000-0677,27.92,Американо с молоком
2026-09-27,2026-09-27 18:07:43.705,карта,ANON-0000-0000-0678,32.82,Латте
2026-09-27,2026-09-27 18:08:58.239,карта,ANON-0000-0000-0678,32.82,Латте
2026-09-27,2026-09-27 18:37:45.891,карта,ANON-0000-0000-0679,32.82,Капучино
2026-09-27,2026-09-27 18:40:53.757,карта,ANON-0000-0000-0680,32.82,Капучино
2026-09-27,2026-09-27 20:18:13.287,карта,ANON-0000-0000-0408,32.82,Капучино
2026-09-27,2026-09-27 20:19:14.319,карта,ANON-0000-0000-0408,32.82,Капучино
2026-09-27,2026-09-27 20:58:14.967,карта,ANON-0000-0000-0681,27.92,Американо с молоком
2026-09-28,2026-09-28 08:06:45.469,карта,ANON-0000-0000-0666,27.92,Американо с молоком
2026-09-28,2026-09-28 09:31:14.759,карта,ANON-0000-0000-0682,27.92,Американо с молоком
2026-09-28,2026-09-28 14:25:47.337,карта,ANON-0000-0000-0507,35.76,Латте
2026-09-28,2026-09-28 16:57:20.118,карта,ANON-0000-0000-0683,35.76,Латте
2026-09-28,2026-09-28 17:26:16.704,карта,ANON-0000-0000-0684,30.86,Американо с молоком
2026-09-28,2026-09-28 20:34:31.110,карта,ANON-0000-0000-0445,35.76,Латте
2026-09-28,2026-09-28 20:38:36.502,карта,ANON-0000-0000-0685,35.76,Латте
2026-09-28,2026-09-28 22:16:36.777,карта,ANON-0000-0000-0686,35.76,Капучино
2026-09-28,2026-09-28 22:17:29.587,карта,ANON-0000-0000-0686,35.76,Какао
2026-09-28,2026-09-28 22:18:16.072,карта,ANON-0000-0000-0687,25.96,Кортадо
2026-09-28,2026-09-28 22:19:13.029,карта,ANON-0000-0000-0687,35.76,Горячий шоколад
2026-09-29,2026-09-29 10:48:45.050,карта,ANON-0000-0000-0467,25.96,Американо
2026-09-29,2026-09-29 10:50:05.258,карта,ANON-0000-0000-0172,35.76,Капучино
2026-09-29,2026-09-29 10:51:03.253,карта,ANON-0000-0000-0172,35.76,Капучино
2026-09-29,2026-09-29 10:52:23.021,карта,ANON-0000-0000-0172,35.76,Капучино
2026-09-29,2026-09-29 10:53:42.331,карта,ANON-0000-0000-0333,30.86,Американо с молоком
2026-09-29,2026-09-29 12:35:43.442,карта,ANON-0000-0000-0683,35.76,Латте
2026-09-29,2026-09-29 12:50:58.444,карта,ANON-0000-0000-0141,25.96,Кортадо
2026-09-29,2026-09-29 12:54:15.385,карта,ANON-0000-0000-0602,35.76,Латте
2026-09-29,2026-09-29 12:55:21.637,карта,ANON-0000-0000-0688,35.76,Латте
2026-09-29,2026-09-29 18:02:27.296,карта,ANON-0000-0000-0689,35.76,Капучино
2026-09-29,2026-09-29 22:31:02.815,карта,ANON-0000-0000-0690,35.76,Латте
2026-09-30,2026-09-30 08:08:47.516,карта,ANON-0000-0000-0141,25.96,Кортадо
2026-09-30,2026-09-30 08:58:54.669,карта,ANON-0000-0000-0691,25.96,Кортадо
2026-09-30,2026-09-30 09:00:04.917,карта,ANON-0000-0000-0692,35.76,Горячий шоколад
2026-09-30,2026-09-30 10:01:09.168,карта,ANON-0000-0000-0276,30.86,Американо с молоком
2026-09-30,2026-09-30 10:05:18.351,карта,ANON-0000-0000-0141,25.96,Кортадо
2026-09-30,2026-09-30 11:32:54.558,карта,ANON-0000-0000-0693,30.86,Американо с молоком
2026-09-30,2026-09-30 16:45:44.460,карта,ANON-0000-0000-0333,30.86,Американо с молоком
2026-09-30,2026-09-30 19:32:18.200,карта,ANON-0000-0000-0507,35.76,Латте
2026-09-30,2026-09-30 19:53:14.092,карта,ANON-0000-0000-0694,30.86,Американо с молоком
2026-09-30,2026-09-30 19:54:17.620,карта,ANON-0000-0000-0694,25.96,Кортадо
2026-09-30,2026-09-30 19:59:18.993,карта,ANON-0000-0000-0631,35.76,Латте
2026-09-30,2026-09-30 20:00:42.135,карта,ANON-0000-0000-0531,30.86,Американо с молоком
2026-09-30,2026-09-30 20:01:42.191,карта,ANON-0000-0000-0633,30.86,Американо с молоком
2026-09-30,2026-09-30 21:41:07.527,карта,ANON-0000-0000-0695,30.86,Американо с молоком
